author_id,name,pos,org,paper_id
8634,"hongwei huang",1,"Beijing Key Laboratory of Nonmetallic Minerals and Material Utilization of Solid Wastes China University of Geosciences",3286
80232,"y c tsai",0,"Department of Internal Medicine",33383
82058,"jianzhong gou",5,"Department of Periodontology",34249
361024,"mingxiang chen",2,"Division of MOEMS",176525
130133,"jianping wang",3,"State Key Laboratory for Infectious Disease Prevention and Control",56359
5755,"jing wang",7,"Department of Epidemiology and Biostatistics",2036
91422,"ming fu",1,"Key Laboratory of Luminescence and Optical Information Institute of Optoelectronic Technology Beijing Jiaotong University",95389
61179,"zhou fugen",2,"Image Processing Center Beihang University",24641
94004,"herwig brunner",6,"Fraunhofer Inst Interfacial Eng B",40141
75984,"jianguo xu",9,"State Key Laboratory for Infectious Disease Prevention and Control",56538
2580,"chao xu",0,"State Key Laboratory of Integrated Service Networks Institute of Information Science Xidian University",41537
203109,"wei ma",1,"State Key Laboratory of Applied Organic Chemistry",92661
348634,"rongzeng cao",3,"IBM China Research Laboratory",168881
225076,"hongyan wang",0,"Beijing Key Laboratory of Ionic Liquids Clean Process Institute of Process Engineering Chinese Academy of Sciences",104212
95715,"li ping zhang",1,"Department of Obstetrics and Gynaecology Shenzhen Baoan Maternal and Child Health Hospital",41059
42656,"songhe meng",2,"Center for Composite Materials",134172
133723,"fengrong ma",0,"Department of Immunology",57681
391931,"feng yu",0,"Hefei National Laboratory for Physical Sciences at the Microscale",193828
173335,"zhuyin ren",2,"Center for Combustion Energy",76797
133600,"li he",2,"Digital Technology Academy",57646
19689,"ming wang",0,"Graduate School of Chinese Academy of Sciences",173657
40546,"zhifeng li",2,"National Laboratory for Infrared Physics",122167
33112,"yi zeng",6,"State Key Laboratory of High Performance Ceramics Shanghai Institute of Ceramics Chinese Academy of Sciences",31087
41613,"fosong wang",7,"State Key Laboratory of Polymer Physics and Chemistry",173574
47910,"debin zhao",3,"School of Computer Science and Technology",100594
173427,"fei jiang",2,"College of ChemistryChemical Eng",76812
186578,"mian long",6,"Center of Biomechanics and Bioengineering",82799
171958,"haili li",1,"Department of Obstetrics and Gynecology",76102
60395,"yong gang yao",19,"CAS Center for Excellence in Brain Science",24332
72329,"sheng qing yu",2,"Department of Physics Kashgar Teachers College",29781
10656,"m dunlop",4,"Rutherford Appleton Laboratory",95771
156090,"qi wang",2,"Chongqing Yaoyou Pharmaceutical Co Ltd",68145
6204,"guangming nie",3,"Coll of Chem and Molec Eng",2182
3524,"wen ling lee",1,"Department of Nursing",1246
88107,"yi tong ma",3,"Heart Center First Affiliated Hospital of Xinjiang Medical University",202292
206372,"yun li",3,"Department of Physiology and Center of Bioartificial Liver",94717
76608,"yiding wang",5,"State Key Laboratory on Integrated Optoelectronics",112234
203951,"jian peng",0,"Ministry of Education Laboratory for Earth Surface Processes College of Urban and Environmental Sciences Peking University",93447
15837,"yang liu",0,"Graduate School of Chinese Academy of Sciences",164264
4652,"ji gang liu",1,"Zunhua Peoples Hospital",1644
333733,"fang yang",1,"Business School",161712
154608,"jing xiang",0,"Division of Neurology",67598
299811,"yongjun liu",7,"Chinese Academy of Medical Sciences",143917
32931,"yao li",1,"State Key Laboratory of Advanced Technology for Materials Synthesis and Processing",32197
187983,"jin tang",1,"Hunan University Ministry of Education School of Information Science and Engineering",83455
311230,"fang chen",0,"Graduate University Chinese Academy of Sciences",150191
184800,"xiaoping wang",6,"Department of Physics University of Science and Technology of China",81998
83933,"yong fan",2,"EHF Key Lab of Fundamental Science School of Electronic Engineering University of Electronic Science and Technology of China",34939
136100,"k m chung",2,"Photonics Research Center",58899
98071,"xiao ting wang",5,"Department of Critical Care Medicine",42223
212881,"xianpu ni",0,"School of Life Science and Biopharmaceutics Shenyang Pharmaceutical University",140457
271864,"yong gu",3,"Department of Electrical Engineering Shijiazhuang Institute of Railway Technology",128840
310653,"cathy s cutler",5,"Research Reactor Center MURR",149782
85700,"huiyu wang",3,"State Key Laboratory of Robotics and System HIT",35955
84949,"j m raulot",1,"LETAM",79945
24248,"hong mei zhang",3,"National Key Laboratory of Integrated Optoelectronics",165776
60097,"yingchun zhu",7,"State Key Laboratory of High Performance Ceramics and Superfine Microstructures",24225
48862,"xin wang",5,"Dept Electrical Engineering",22262
209878,"guian li",5,"College of Physics and Information Technology",128578
4686,"qing yang",1,"State Key Laboratory of Inorganic Synthesis and Preparative Chemistry",85034
6805,"s j li",1,"College of Mathematics and Statistics",2611
226095,"yiling fu",2,"School of Computer Science and Electrical Engineer",154866
170360,"ming zheng",4,"College of Computer Science and Technology",75280
156412,"qi jin zhang",4,"CAS Key Laboratory of Soft Matter Chemistry",68330
36137,"michael j zuscik",11,"University of Rochester",153743
123556,"jun han",0,"Department of Gastroenterology Changzheng Hospital Second Military Medical University",53778
55332,"wei guo jiang",3,"Academy of Disaster Reduction and Emergency Management",66179
91731,"minghong wu",4,"Institute of Environmental Pollution and Health",196814
250864,"j y li",3,"Institute of Physics",118030
69356,"chen wang",8,"State Key Laboratory of Cell Biology Institute of Biochemistry and Cell Biology Shanghai Institutes for Biological Sciences Chinese Academy of Sciences",28172
101271,"s xu",2,"Geosciences Institute China University of Petroleum",43405
175431,"fu xiao",2,"School of Computer Science and Technology",172186
125215,"x f han",2,"State Key Laboratory of Magnetism",60201
183337,"heng zhang",1,"Cooperated Institute of Nankai University",81180
122797,"jun han",1,"Department of Educational Technology",53505
359273,"ling zhang",0,"Division of Nephrology",174924
59305,"liang zhao",0,"State Key Laboratory of Integrated Service Networks",146276
387434,"wen xing huang",2,"Dongguan Electric Power Bureau",191234
103465,"shen cong",0,"Department of Automation",141292
4162,"bing liu",4,"School of Materials Science and Engineering",113552
112747,"pengshi chen",3,"Department of Agricultural Meteorology",48620
260154,"xiaohua li",1,"College of Pharmacy",122803
48811,"gang wu",4,"Jilin Electric Power Company Limited",19523
14746,"dake chu",0,"Department of Gastrointestinal Surgery",77289
56506,"xu liang",3,"Institute of Hydraulic Structure and Water Environment",113875
167182,"liming liu",2,"Department of Land Resources Management",73252
350940,"j f xie",5,"Dept of Electron Sci and Technol",170136
322649,"pei chen",5,"Rehabilitation Ward Tianlin Community Health Service Center",156260
27505,"liyan zhang",5,"Department of Pathology and Laboratory Medicine",111825
341588,"xiaoxian zhang",4,"Key Laboratory for the Physics and Chemistry of NanodeVices",165465
263344,"xiao yan deng",2,"Institute for Viral Hepatitis",124432
16522,"peng hao",3,"Wuhan National Laboratory for Optoelectronics National Engineering Research Center for Laser Processing Huazhong University of Science and Technology",6320
74244,"jianmin zhang",3,"College of Physics and Information Technology Shaanxi Normal University",30623
221957,"tie wu jia",2,"National Institute of Parasitic Diseases Chinese Center for Disease Control and Prevention",102597
190918,"a devred",5,"ITER International Organization",85475
103005,"zongbo zhao",6,"Department of Neurology and Institute of Neurology Ruijin Hospital Affiliated to Shanghai Jiao Tong University School of Medicine",44237
84480,"jiang man gao",4,"Department of Obstetrics and Gynecology Center of Reproductive Medicine Peking University Third Hospital",35109
335937,"xiaorong hu",3,"Stem Cell Laboratory Ningbo No2 Hospital",162932
302758,"jifeng wang",5,"College of Life Science and Bioengineering",145467
150954,"li tian wang",3,"Shanxi Electric Power Corporation",65813
45563,"yun liu",2,"Technical Institute of Physics and Chemistry",188576
310551,"zhen cheng",5,"Department of Radiology",149766
82741,"wenhua liu",0,"Department of Electrical Engineering",73549
99468,"yu nan pan",2,"Department of Electrical Engineering",42970
177650,"lamei zou",3,"National Key Laboratory of Science and Technology on Multispectral Information Processing",78680
93995,"can li",4,"State Key Laboratory of Catalysis",112946
240133,"qiang xu",9,"Laboratory of Dermatology",130591
385297,"xiaofeng wang",4,"State Key Laboratory of High Field Laser Physics Shanghai Institute of Optics and Fine Mechanics Chinese Academy of Sciences",190146
10205,"y h li",1,"The Key Laboratory of Biomedical Information Engineering of Ministry of Education",137553
186830,"pin yang",3,"Key Laboratory of Chemical Biology and Molecular Engineering",165796
39389,"shi chen",6,"Peking Union Medical College Hospital Peking Union Medical College Chinese Academy of Medical Science",15660
203081,"zhigang zhang",2,"Lab for Advanced Materials",92636
367117,"jia luo",11,"Department of Internal Medicine",180174
145137,"chao wan",1,"Research Institute of Superconductor Electronics RISE Nanjing University",63394
181268,"y jiang",11,"State Key Laboratory of Forest and Soil Ecology",80634
268747,"dan xiang",1,"Research Center for EcoEnvironmental Sciences",127005
57586,"feng liu",3,"The Hub of MultiProjectWafer",153319
169262,"l wang",1,"British Geologic Survey",74557
367907,"hui jing xu",0,"College of Food Science and Technology",180713
87874,"j cai",0,"State Key Laboratory of Rice Biology China National Rice Research Institute",36872
10192,"yuming zhang",2,"nan",132417
189872,"zhifeng yang",2,"State Key Laboratory of Silicate Materials for Architecture Wuhan University of Technology",84396
273939,"shenquan liao",2,"Institute of Veterinary Medicine",130166
165811,"zhonghua liu",4,"Shanghai Key Laboratory of Tuberculosis",72489
353873,"xiao yu hu",3,"State Key Laboratory of Experimental Hematology Institute of Hematology and Hospital of Blood Disease Chinese Academy of Medical Sciences",171278
52630,"limin zhou",3,"School of Pharmacy",21299
13233,"shan lv",10,"Department of Gerontology",5011
377252,"ye xiang xie",2,"Key Laboratory of Chemical Biology and Traditional Chinese Medicine Research",185944
82810,"tao sui",2,"State Key Laboratory of Tribology",34384
20647,"fengwu li",1,"ChinaAmerica Institute of Neuroscience Luhe Teaching Hospital Capital Medical University",8220
26176,"jingping wang",0,"Institute of Molecular and Crystal Engineering",71648
49802,"oscar c au",1,"Department of Electrical and Electronic Engineering",37266
101558,"en zhi jia",0,"Department of Cardiovascular Medicine",106469
338581,"mathieu desbrun",3,"Caltech",163999
297621,"yufei zhao",2,"State Key Laboratory of Chemical Resource Engineering Beijing University of Chemical Technology",142777
12978,"juan xu",2,"School of Computer and Information",72186
55762,"yiming xu",0,"Institute of Biophysics",22666
357908,"hongjun zhu",1,"nan",174114
63973,"ying liu",3,"School of Mechanical Engineering",94710
3864,"chao yu guo",8,"Institute of Hospital and Health Care Administration and Institute of Public Health National YangMing University",1325
255856,"shuiying gao",1,"State Key Laboratory of Structural Chemistry",120578
269092,"xiaofei pan",1,"Department of Mechanical Engineering University of Wuppertal",127112
365939,"yuxin jia",0,"Collaborative Innovation Center of Nonferrous Metals",179520
57134,"guohua liu",3,"Nankai University",23253
165558,"fan zhang",0,"Cooperative Innovation Center of Engineering and New Products for Developmental Biology",72396
137566,"pu li",4,"Shanghai Key Laboratory of Gastric Neoplasms Shanghai Institute of Digestive Surgery Department of Surgery Ruijin Hospital School of medicine Shanghai Jiao Tong University",59478
14158,"kai li",3,"Department of Chemistry Capital Normal University",120243
8079,"chao dong",0,"Telecom Department of Institute of Communications Engineering",122402
113281,"xiaoming che",1,"Department of Neurosurgery",48847
24619,"suli huang",10,"MOE Key Lab of Environment and Health",10042
83012,"ming shen",1,"Shanghai Railroad Bureau",34455
234222,"zi long zhang",5,"Beijing Research Institute of Uranium Geology",109440
24722,"yong gao",12,"Department of Medical Oncology East Hospital Tongji University",153762
394803,"rongxin fang",0,"State Key Laboratory for Information Engineering in Surveying Mapping and Remote Sensing",195500
187587,"li fan",0,"School of Instrument Science and Optoelectronics Engineering",83274
19664,"ke shen",2,"Lab of Advanced Materials",7646
43364,"qiang gu",2,"Shanghai Institute of Applied Physics",116794
339159,"xiaorong he",6,"Graduate School of Chinese Academy of Sciences",164273
396225,"g j lian",5,"Department of Physics",196030
239862,"xiao dong li",2,"School of Civil Engineering",112624
98784,"nadezhda lebedeva",16,"National Research University Higher School of Economics",42477
216528,"c h huang",0,"Department of Nursing",99398
56039,"yan ping zhao",3,"Department of Radiology",159763
96799,"zeyang zhou",32,"College of Life Sciences",169025
211866,"jing zhang",4,"National Key Laboratory of Science",97359
90759,"jiazhi zeng",2,"School of Computer Science and Engineering",38871
358904,"jingye li",2,"CNPC Key Laboratory of Geophysical Prospecting China University of Petroleum",174781
102711,"min xia",1,"Department of Nutrition",44147
142358,"chengyuan tang",10,"Department of Nephrology",61836
13548,"chuping xie",0,"Marine Biology Institute Shantou University",5094
398204,"songtao xu",6,"Department of Thoracic Surgery Zhongshan Hospital Fudan University",197299
368200,"shangkai gao",3,"Department of Biomedical Engineering",180923
99103,"fan zhou",5,"Services Computing Technology and System Lab",42600
18934,"nicole seguy",9,"World Health Organization",7313
24175,"xuemin chen",11,"Department of Environmental Health and MOE Key Lab of Environment and Health",162907
41927,"tie yan liu",1,"Microsoft Research Asia",185958
344400,"howard levinson",8,"Department of Plastic and Reconstructive Surgery",166823
276402,"chuncheng chen",4,"Beijing National Laboratory for Molecular Sciences",131593
11719,"jing pei",2,"State Key Laboratory of New Ceramics and Fine Processing",60617
36454,"jiansheng jie",1,"School of Electronic Science and Applied Physics",14530
248824,"ge fei wang",1,"Department of Microbiology and Immunology",117019
278059,"ting yan",0,"School of Microelectronics Xidian University Key Laboratory of WideGap Semiconductor Materials and Devices",132488
265088,"jiang fang yi",3,"Microprocessor Research and Development Center",157073
234129,"qitu zhang",5,"College of Materials Science and Engineering Nanjing Technological University",109396
394783,"xiao qin",1,"Institute of Web Intelligence",195484
136536,"xianming deng",19,"State Key Laboratory of Cellular Stress Biology Innovation Center for Cell Signaling Network Xiamen University",59118
239983,"jing jing huang",1,"Department of Chemistry",112755
319296,"fang shen",2,"Laboratory of Materials for Information Storage and Display",154420
695,"xueyun wang",0,"University of the Chinese Academy of Sciences",423
60141,"l chen",8,"Key Laboratory for MicroNano OptoElectronic Devices",169980
195804,"bing xiao mei",1,"Zhejiang Electric Power Test and Research Institute",88465
45277,"w xu",3,"Department of Chemistry",18050
72720,"dingliang zhu",6,"SinoFrench Research Center for Life Science and Genomics",202418
292623,"guohe que",1,"Department of Chemical Engineering",140056
323644,"wang kelin",0,"Center for Fundamental Physics",156718
326338,"junjie wu",3,"School of computer",158191
82697,"shi sheng liu",6,"Key Lab of Environmental Optics and Technology Chinese Academy of Sciences",34313
11240,"zhigang chen",1,"Department of Chemistry and Laboratory of Advanced Materials",136383
67150,"qiyuan chen",2,"School of Chemistry and Chemical Engineering",103121
64483,"kun san tseng",0,"Department of Mechanical Engineering",25847
276158,"huimin qin",0,"Department of Infectious Diseases",131354
99489,"hsueh yi lin",2,"Department of Electrical Engineering",42837
65010,"h w liu",1,"Nanoscale PhysDevices Laboratory",121854
174060,"yongchao he",4,"Department of Epidemiology",77154
156767,"xiaolin hou",1,"Department of Pharmacology and Toxicology",68471
71644,"jian quan yao",1,"Institute of Laser and OptoElectronics",81057
89486,"he ping li",3,"College of Chemistry and Chemical Engineering",170852
181210,"jiaqi zhuang",1,"Alan G MacDiarmid Laboratory",173230
202791,"fengxiang zhang",6,"Department of Cardiology First Affiliated Hospital of Nanjing Medical University",92530
25938,"shengfeng li",1,"Key Laboratory of Food Nutrition and Safety",10527
22765,"chaozhi jin",5,"State Key Laboratory of Proteomics Beijing Proteome Research Center Beijing Institute of Radiation Medicine",194901
319431,"hongli liu",4,"The Key Sericultural Laboratory",154510
2010,"feng wu",2,"Inst of New Ener Mat Chemistry",188030
150803,"zhen yu li",1,"Hefei National Laboratory for Physical Sciences at the Microscale",65738
371531,"lu han",2,"Department of Automation",182827
303378,"hua gu",2,"Department of Radiology",145798
171374,"ke yong hou",6,"Dalian Institute of Chemical Physics",75874
310303,"tao zeng",4,"School of Information and Electronics Beijing Institute of Technology",149618
41518,"xudong li",1,"Engineering Research Center in Biomaterials",116541
109768,"sachindranath pal",1,"Department of Chemistry",47201
244405,"a m bittner",6,"Max Planck Institute for Solid State Research",115302
274660,"jun fei ma",2,"School of Electronic Science and Engineering",130529
194605,"xiao meng lv",5,"State Key Laboratory on Integrated Optoelectronics Institute of Semiconductors Chinese Academy of Sciences",87834
1773,"gang chen",1,"Department of Materials Science",34111
50883,"weiwei xu",2,"School of Physics Science and Engineering Tongji University",20608
5657,"yulong zhao",4,"State Key Laboratory for Manufacturing Systems Engineering School of Mechanical Engineering XiAn Jiaotong University",133977
88635,"ya ling yang",6,"Department of Anesthesiology",37129
61684,"kai wei",0,"School of Computer Science and Engineering",24812
1830,"hong li",4,"Key Lab of Hollow Fibre Membrane Materials",131271
10994,"jianwei fan",8,"College of Environmental Science and Engineering State Key Laboratory of Pollution Control and Resources Reuse Tongji University",4347
41803,"l zhang",4,"State Key Laboratory of Functional Materials for Informatics Shanghai Institute of Microsystem and Information Technology SIMIT Chinese Academy of Sciences CAS",165028
30203,"zhiquan shen",4,"Department of Polymer Science and Engineering Zhejiang University",178726
204795,"zhaoxin zheng",7,"State Key Laboratory of Genetic Engineering",144316
23618,"yong huang",3,"Department of Automotive Engineering",144082
345528,"maoxian deng",1,"Department of Environmental Health",167340
274795,"li bin fang",7,"Department of Biology",130582
201499,"xiabin jing",5,"State Key Laboratory of Polymer Physics and Chemistry",138741
19630,"lin gan",3,"Beijing National Laboratory for Molecular Sciences BNLMS",24130
221865,"zi ping bao",1,"National Institute of Parasitic Diseases Chinese Center for Disease Control and Prevention Key Laboratory on Parasite and Vector Biology",102605
88586,"li wen hsu",4,"Liver Transplantation Program",37099
82003,"bo zhao",1,"School of Chemistry and Chemical Engineering",93174
215012,"xuedong bai",5,"Beijing National Laboratory for Condensed Matter Physics",98786
146091,"xin du",4,"Department of Cardiology",63591
226698,"mingdi yang",3,"College of Chemistry and Chemical Engineering",104939
90443,"chi kuang sun",0,"Department of Electrical Engineering",42875
403287,"dong ping guo",0,"Provincial Laboratory of Human Functional Genomics",200251
333261,"zhiwei lin",3,"College of Life Science and Technology",161526
1962,"rong zhang",9,"Department of Pharmacology School of Pharmacy Fourth Military Medical University",136732
5021,"huan li",1,"Key Laboratory of Microorganism Application and Risk Control of Shenzhen Graduate School at Shenzhen Tsinghua University",126608
5819,"ruijin liao",0,"State Key Laboratory of Power Transmission Equipment and System Security and New Technology",180428
316281,"xuebing chen",9,"School of Traditional Chinese Medicine Southern Medical University",152685
122060,"ya hua cai",1,"College of Chemistry and Chemical Engineering",53029
148526,"lei shu",3,"Digital Enterprise Research Institute",121553
110444,"xiaowei zhan",5,"Beijing National Laboratory for Molecular Sciences",66869
233939,"lili cao",0,"Academy of Animal Husbandry and Veterinary Medicine",109324
228117,"ji fei ye",2,"Inst of Equipment Command and Technology",105773
160800,"f zeng",0,"Laboratory of Advanced Materials",70598
64725,"xiang bo zou",3,"Zhuhai Power Plant Guangdong Yudean Group Co Ltd",29962
124247,"guangfan li",5,"China Electric Power Research Institute",54083
261784,"xiaolan chen",0,"Jiangsu Animal Husbandry and Veterinary College",123606
209970,"zhong gui lu",2,"Research Center of Laser Fusion",96449
77630,"qingshan huang",7,"Shanghai HighTech United BioTechnological RandD Co Ltd",32318
64553,"chun yu chen",3,"Department of Life Science",65928
24129,"yufei wang",2,"Department of Infectious Disease Control",9971
179626,"weiwei li",0,"Department of Oncology Xinxiang Medical University",202448
99206,"lingfei luo",5,"Key Laboratory of Freshwater Fish Reproduction and Development Ministry of Education",42623
273812,"kenneth alper",0,"Departments of Psychiatry and Neurology New York University School of Medicine",130112
315216,"xiaoyan tan",0,"The Institute of Applied Chemistry",152233
24295,"miao yu",0,"Laboratory of Cardiovascular Immunology",10032
2006,"k yang",2,"Institute of Metal Research",681
219777,"zhen liang",0,"Shandong Provincial Key Laboratory of EcoEnvironmental Science for Yellow River Delta Binzhou University",101576
35752,"yi qian",3,"College of Biological and Environmental Engineering Zhejiang University of Technology",14171
384036,"feng yuan tsai",3,"Department of Chemical and Materials Engineering",189387
282889,"shwu huey wang",3,"Taipei Medical University",191961
20507,"bing yang",1,"Dept of Comp Sci and Technology",154864
294664,"jia hu",1,"Department of Civil and Environmental Engineering",141072
271814,"yiting liu",3,"The Organization of North China Sea Monitoring Center",128819
73432,"liqiu ma",0,"Department of Geotechnical Engineering",30426
124730,"mengjun chen",1,"Key Laboratory of Solid Waste Treatment and Resource Recycle SWUST Ministry of Education Southwest University of Science and Technology",81788
124632,"ke ao hu",3,"State Key Lab Metal Matrix Compos",54178
42562,"yuhai zhao",3,"Northeastern University",16912
102158,"yi lin",4,"Laboratory for Emerging Materials and Technology",147871
215930,"ming gao",0,"State Key Laboratory of Integrated Service Networks",146245
315332,"fang zhao",0,"Graduate University of Chinese Academy of Sciences",152310
254363,"m g mlynczak",4,"NASA Langley Research Center",119739
380970,"yin zeng li",1,"School of Pharmaceutical Sciences",187836
30138,"l yang",2,"Beijing Institute of Space Craft Environment Engineering",197352
93987,"mojie cheng",1,"State Key Laboratory of Catalysis",60916
9026,"j zhang",1,"Department of Physics",57162
224765,"shunzheng zhao",7,"Faulty of Environmental Science and Engineering",104225
15330,"miao wang",6,"School of Food Science and Technology Jiangnan University",98858
189294,"xiushuang cao",1,"Department of Information Engineering",83968
390017,"xiu wang",2,"Institute of Material Science and Engineering",192470
38389,"bing zheng",0,"School of Chemistry and Materials Science Ministry of Education of the Peoples Republic of China Heilongjiang University",15183
11569,"h h he",5,"Dept of Solid State Electronics",71177
49653,"nanshu lu",1,"Department of Materials Science and Engineering",19858
296599,"min wang",1,"Department of Laboratory Medicine",142189
5304,"desheng li",0,"School of Science Anhui Science and Technology University",1866
255741,"jingyi huang",5,"Guangdong Provincial Key Laboratory of Biotechnology for Plant Development",120232
6088,"z liu",1,"Research Institute of Nephrology",197406
382031,"chee kiat tan",3,"Department of Gastroenterology and Hepatology",188410
35729,"liang li",5,"Department of Physics and Astronomy Shanghai Jiao Tong University",14165
3985,"hai tao wang",2,"State Key Laboratory of Reservoir Geology and Exploitation",1616
327638,"youzhang chen",0,"Key Laboratory of Orogenic Belts and Crustal Evolution Ministry of Education",158825
119147,"maosen bai",0,"State Key Laboratory of Precision Measuring Technology and Instruments",51526
310240,"tao zeng",3,"Department of Chemical Engineering Nagoya University",149595
249569,"yuanan liu",3,"School of Electronic Engineering Beijing University of Posts and Telecommunications",117442
368098,"bo hong",3,"Department of Neurosurgery",180804
199356,"jing ming li",2,"Institute of Chemical Materials",182410
8141,"xiao hui zhao",4,"Department of Experimental Research",3034
329210,"cai yan liu",5,"Department of Neurology",159751
92019,"dui wu",2,"Institute of Tropical and Marine Meteorology",184663
307508,"jun shan gao",0,"School of Life Sciences Anhui Agricultural University",148092
400035,"yongsheng tao",6,"College of Agronomy",198390
143551,"jing liang",4,"Key Laboratory of Carcinogenesis and Translational Research Ministry of Education",62498
223824,"yong hao",0,"Research Center for Analytical Sciences",103609
210328,"zhili tang",0,"College of Aerospace Engineering",96622
268399,"ke li cao",1,"Cochlear Implant Centre",126861
276952,"ke fei dou",0,"Department of Cardiology",131880
67682,"shiming li",0,"Beijing Tongren Eye Center",35273
59111,"xian fa tang",9,"State Key Laboratory Incubation Base of Dermatology",130531
108461,"yong mei fu",3,"Department of Pathophysiology",96465
186207,"libing liu",2,"State Key Laboratory of Electrical Insulation for Power Equipment",82646
232696,"jing hao",2,"School of Materials Science and Engineering",108378
24263,"dianke yu",1,"State Key Laboratory of Molecular Oncology Cancer Institute and Hospital Chinese Academy of Medical Sciences and Peking Union Medical College",55655
120617,"fengshan zhou",6,"State Key Laboratory of Geological Processes and Mineral Resources",52311
213830,"lin he",9,"Department of Physics",172874
218756,"min hu",5,"Chongqing Univ",100708
282982,"jin cherng chen",7,"School of Medicine Tzu Chi University",135083
363326,"jie zhou",1,"Department of Microbiology and Parasitology Anhui Provincial Laboratory of Microbiology and Parasitology Anhui Medical University",177719
2738,"w qiao",7,"School of Information Science and Engineering Shandong Provincial Key Laboratory of Laser Technology and Application Shandong University",880
355011,"jinxian wang",1,"Key Laboratory of Applied Chemistry and Nanotechnology",171997
193684,"lei tan",5,"College of Chemical and Biological Engineering",86974
257625,"jianhui zhang",7,"MOE Laboratory of Bioinorganic and Synthetic Chemistry",121495
60036,"jiyang li",0,"State Key Laboratory of Inorganic Synthesis and Preparative Chemistry",86244
278498,"beizhen zhang",9,"Institute of Applied Electronics",132657
224837,"yan xin huang",4,"National Engineering Laboratory for Druggable Gene and Protein Screening",199145
333411,"fang wu",6,"National Engineering Research Center for Biomaterials Sichuan University",194200
322739,"wenyuan yang",0,"Central Iron and Steel Res Inst",156285
8451,"chao ye",1,"School of Physics Science and Technology",3193
125884,"z l lu",0,"Department of Mathematics",54648
319160,"tsung min hsieh",5,"Solid State System Co Ltd",154337
240167,"feng liu",8,"Graduate School of Advanced Integration Science",112862
28395,"weili luo",3,"Department of Physics",153100
91799,"wei quan",3,"School of Science",184218
196119,"ying qiu he",0,"College of Physics Science and Information Engineering Hebei Normal University",88610
331604,"yan fang",7,"Key Laboratory of Environmental Biology and Pollution Control Hunan University Ministry of Education",160735
10914,"quan sheng cui",0,"XJ Electric Co Ltd Tech Center",4313
92433,"fei huang",2,"National Antiinterference Communication Technology Laboratory",39511
126950,"guomin zhang",3,"College of Command Information Systems PLA University of Science and Technology",55119
79173,"s j liu",3,"National Laboratory of Plant Molecular Genetics",32825
131936,"anhuai xu",1,"State Key Laboratory of Functional Materials for Informatics",151571
46192,"ben wu",0,"Key Laboratory of Optoelectronic Information Science and Technology Institute of Modern Optics Nankai University",122680
125448,"z y zhou",74,"Department of Nuclear Physics",54520
27509,"hui wang",0,"Graduate University",129195
323911,"chen ruiqiu",2,"School of Mechanical Engineering",156837
67889,"wenwu guo",3,"National Key Laboratory of Crop Genetic Improvement",27670
34082,"xianglin yuan",5,"Department of Oncology Tongji Hospital Huazhong University of Science and Technology",140856
156370,"wei su",3,"CAS Key Laboratory of Soft Matter Chemistry",68304
185875,"shijian hu",9,"Key Laboratory of Ocean Circulation and Waves Institute of Oceanology Chinese Academy of Sciences",82501
214564,"c s hsiung",4,"United Microelectronics Corporation",98603
358743,"qi hu",4,"CAS Key Laboratory of Mechanical Behavior and Design of Materials",174718
161085,"y m huang",0,"College of Life Science",70587
238484,"hao fu dai",1,"State Key Laboratory of Tropical Crops Biotechnology",111835
107431,"laura denney",2,"MRC Human Immunology Unit",45945
100186,"james lam",1,"Department of Mechanical Engineering",84437
134447,"roohollah seresh",1,"School of Civil Engineering and Architecture",58057
4468,"yun hua wang",4,"Department of Ophthalmology",1563
20068,"mauricio terrones",21,"Department of Materials Science and Engineering",7801
273990,"yun leng",4,"Department of Hematology",130182
103139,"li cao",3,"Baoshen Railway Group CoLTD",44266
68843,"jin ping jia",3,"School of Environmental Science and Engineering",186944
335105,"shu ying wang",4,"Research Institute of Petroleum Exploration and Development",162523
341828,"dan shi",1,"School of Economics and Management",165611
71098,"juan yang",3,"Science and Technology on Thermostructural Composite Materials Laboratory",29104
93422,"yuhu cheng",0,"School of Information and Electrical Engineering",89891
26175,"pengtao ma",4,"Henan Key Laboratory of Polyoxometalate Chemistry Institute of Molecular and Crystal Engineering Henan University",71789
408259,"kun yang",4,"Key Laboratory of Tropical Diseases Control Sun Yatsen University Ministry of Education",203010
56911,"shuanhong wang",2,"Department of Mathematics Southeast University",23170
140874,"huan wang",7,"Beijing National Laboratory for Molecular Sciences BNLMS College of Chemistry and Molecular Engineering Peking University",61082
371646,"qu chen",4,"College of Computer Science and Technology",182880
110079,"jyh chiang jiang",4,"Graduate Institute of Applied Science and Technology and Department of Chemical Engineering National Taiwan University of Science and Technology",47338
290465,"y h liu",2,"Electronics Res and Serv Org",139107
67618,"nongyue he",1,"Lab of Biomolecular Electron",63087
340848,"z l miao",0,"State Key Laboratory of Mesoscopic Physics",165200
124699,"li wei deng",1,"University of Electronic Science and Technology of China",54230
2224,"w xu",3,"K L Supramolec StructSpectrosc",18073
219364,"bo peng",1,"Institute of Chinese Materia Medica",101385
17003,"shufeng wang",6,"New Display Device and System Integration Collaborative Innovation Center West Coast of the Taiwan Strait",79577
38061,"jin cheng wang",4,"Department of Physics College of Information Science and Engineering Ocean University of China",15026
7874,"peng wang",6,"Key Laboratory of Optoelectronics Information and Technical Science",81209
