id,title,venue,year
60300,"Tunneling magnetoresistance in Fe3SiMgOFe3Si001 magnetic tunnel junctions","Applied Physics Letters","l_l_tao"
120386,"Hydrothermal Synthesis and Crystal Structure of Mnphenmphth n phen=110phenanthroline mphth=isophthalate","Chinese Journal of Chemistry","wen_hua_bi"
143862,"Effects of enhanced UVB radiation on the diversity and activity of soil microorganism of alpine meadow ecosystem in Qinghai–Tibet Plateau","Ecotoxicology","lizhe_an"
82455,"Integration of GaN thin film and dissimilar substrate material by AuSn wafer bonding and CMP","2009 International Conference on Electronic Packaging Technology and High Density Packaging ICEPTHDP 2009","zhaohui_chen"
151756,"Genistein suppresses adhesioninduced protein tyrosine phosphorylation and invasion of B16BL6 melanoma cells","Cancer Letters","chunhong_yan"
143090,"Stressors coping strategies and psychosocial state of children with chronic illness","Chinese Journal of Contemporary Pediatrics","gayle_page"
115620,"Significance of relaxin2 expression in hepatocellular carcinoma Relation with clinicopathological parameters","European Review for Medical and Pharmacological Sciences","j_r_wang"
150062,"Expression of FasL and its interaction with Fas are mediated by cJun Nterminal kinase JNK pathway in 6OHDAinduced rat model of Parkinson disease","Neuroscience Letters","lei_jin"
122155,"Realization of integrated narrow bandpass filters in the infrared region","Conference Digest of the 2004 Joint 29th International Conference on Infrared and Millimeter Waves and 12th International Conference on Terahertz Electronics","shao_wei_wang"
142210,"Magnetic graphene oxide nanocomposites Nanoparticles growth mechanism and property analysis","Journal of Materials Chemistry C","xi_zhang"
175217,"An identitybased encryption scheme for broadcasting","Proceedings 2007 IFIP International Conference on Network and Parallel Computing Workshops NPC 2007","hongbing_cheng"
160215,"Comparison of convex model and interval analysis from optimization viewpoint","10th International Conference on Progress of Machining Technology ICPMT 2012","junpeng_zhao"
141790,"Comparison between two types of scheuermann diseaselike people Thoracolumbar disc herniation patients and healthy volunteers with radiological signs of scheuermanns disease","Chinese Medical Journal","zhong_qiang_chen"
77978,"Research on selfadaption cutoff temperature technique and threshold optimization in welding numerical simulation","Hanjie XuebaoTransactions of the China Welding Institution","zhenglei_yu"
158270,"Association between ABCG2 Q141K polymorphism and gout risk affected by ethnicity and gender A systematic review and metaanalysis","International Journal of Rheumatic Diseases","zheng_dong"
171149,"Tetrameric Short Tandem Repeat STR system D15S233 wgldl Sequencing and frequency data in the Japanese and Chinese populations","Legal Medicine","rieko_uchihi"
30196,"Method of 3D object pickup in virtual assembly environment","HsiAn Chiao Tung Ta HsuehJournal of Xian Jiaotong University","liandou_zhang"
115893,"Apricot Germplasm resources and their utilization in China","Acta Horticulturae","w_liu"
162687,"Studies toward the total synthesis of nagelamide K","Organic Letters","zuo_gang_huang"
117182,"Synthesis and electromagnetic properties of PANIPVPCIP coreshell composites","Materials Science and Engineering B SolidState Materials for Advanced Technology","nan_tian"
169441,"An onboard external calibration method for aperture synthesis radiometer by rotation","IEEE Geoscience and Remote Sensing Letters","ke_chen"
21657,"Experimental study on the characteristics of semicylindrical diffuser arranged at low sidewall in large space buildings","AsiaPacific Power and Energy Engineering Conference APPEEC","chen_huang"
198695,"Templatefree synthesis of BiVO4 nanostructures II Relationship between various microstructures for monoclinic BiVO4 and their photocatalytic activity for the degradation of rhodamine B under visible light","Nanotechnology","mingqiang_qiu"
126718,"Prognostic significance of Flotillin1 expression in clinically N0 tongue squamous cell cancer","International Journal of Clinical and Experimental Pathology","feng_jiao_li"
74715,"Preparation of Wmodified FeMo catalyst and its applications in the selective oxidization of pxylene to terephthalaldehyde","Chemical Engineering Journal","tong_ming_su"
51111,"Loading cobalt phosphate on TaON surface as efficient noblemetalfree cocatalyst for enhanced photocatalytic water oxidation performance","Materials Letters","xi_huang"
171480,"Firstprinciples study on the electronic structure and transport properties of Mn3Cu4Bi4","Computational Materials Science","kefeng_cai"
173631,"Conducting polyaniline film from aqueous dispersion Crystallizable side chain forced lamellar structure for high conductivity","Polymer","fosong_wang"
168030,"Antioxidant activities of extracts from areca Areca Catectu L flower husk and seed","Electronic Journal of Environmental Agricultural and Food Chemistry","bin_li"
103851,"Pneumatic hydraulic combination compliant force control system with adaptive experiments","HsiAn Chiao Tung Ta HsuehJournal of Xian Jiaotong University","xiufen_xu"
69681,"Modulating the substrate specificity of LTA4H aminopeptidase by using chemical compounds and smallmoleculeguided mutagenesis","ChemBioChem","yiran_wu"
60704,"Adsorption and reaction of N","Chinese Journal of Catalysis","jianchang_guo"
125247,"Isolation and screening of a novel extracellular organic solventstable protease producer","Biochemical Engineering Journal","shujun_wang"
130634,"A new unsymmetrical zinc phthalocyanine as photosensitizers for dyesensitized solar cells","Bulletin of the Korean Chemical Society","li_jun_mao"
85688,"Enhanced M1M2 macrophage ratio promotes orthodontic root resorption","Journal of Dental Research","y_gan"
122201,"Cavity modes in hybrid structure of QWIP and plasmonic cavity","International Conference on Infrared Millimeter and Terahertz Waves IRMMWTHz","xiaoshuang_chen"
33156,"Influence of substrate temperature on Silicon Nitride films deposited by rf magnetron sputtering","Advanced Materials Research","feng_gao"
138782,"Preparation and Characterization of Biodegradable and Electroactive Polymer Blend Materials Based on mPEGTetraaniline and PLLA","Macromolecular Bioscience","yen_wei"
19399,"Phosphoric acid modified SBA15 as a highly efficient heterogeneous catalyst for the synthesis of 44diamino33dibutyldiphenyl methane","Catalysis Communications","zhi_liu"
54853,"Dynamic visualization of dam construction process based on virtual reality","Proceedings 2009 International Conference on Information Technology and Computer Science ITCS 2009","yihong_zhou"
168652,"Mechanism of the greening color formation of Laba garlic a traditional homemade Chinese food product","Journal of Agricultural and Food Chemistry","guanghua_zhao"
190922,"A novel method to improve photodetectors high speed performance","Guangdianzi JiguangJournal of Optoelectronics Laser","yong_qing_huang"
56482,"Long noncoding RNA Loc554202 induces apoptosis in colorectal cancer cells via the caspase cleavage cascades","Journal of Experimental and Clinical Cancer Research","jie_ding"
192589,"Can Maxwells fish eye lens really give perfect imaging Part III A careful reconsideration of the evidence for subwavelength imaging with positive refraction","Progress in Electromagnetics Research","wei_jiang"
54282,"Effects of adding 005% La+Ce on intermetallic compounds at SnXCuNiCu interface","Cailiao GongchengJournal of Materials Engineering","hai_yan_chen"
93089,"An improved and benign synthesis of 910diarylacridine18dione and indenoquinoline derivatives from 3anilino55dimethylcyclohex2enones benzaldehydes and 13dicarbonyl compounds in an ionic liquid medium","Synthesis","xiang_shan_wang"
132339,"Hierarchically structured polyacrylonitrile nanofiber mat as highly efficient lead adsorbent for water treatment","Chemical Engineering Journal","junhu_an"
13700,"Structure Analysis of the ι η1440 BES Collaboration","Kao Neng Wu Li Yu Ho Wu LiHigh Energy Physics and Nuclear Physics","x_z_cui"
17429,"Stereo matching algorithm based on pyramid double dynamic programming","Advanced Materials Research","wen_fei_dong"
3909,"Lightstripes matching method for raster binocular stereo vision sensor","Beijing Hangkong Hangtian Daxue XuebaoJournal of Beijing University of Aeronautics and Astronautics","guangjun_zhang"
54449,"The influence of growth temperature and input VIII ratio on the initial nucleation and material properties of InN on GaN by MOCVD","Semiconductor Science and Technology","d_g_zhao"
110988,"Synthesis characterization interaction with DNA and cytotoxicity of Pdii and Ptii complexes containing pyridine carboxylic acid ligands","Dalton Transactions","yi_nan_liu"
7527,"Carbon nanotubes filled with ferromagnetic alloy nanowires Lightweight and wideband microwave absorber","Applied Physics Letters","xuchun_gui"
99961,"Ultrasonic frequency coordination relation of the acoustooptic tunable filter","Wuli XuebaoActa Physica Sinica","hong_xing_cai"
43234,"Public Health and Air Pollution in Asia PAPA A multicity study of shortterm effects of air pollution on mortality","Environmental Health Perspectives","l_kong"
53984,"Fine mapping of a minoreffect QTL DTH12 controlling heading date in rice by upregulation of florigen genes under longday conditions","Molecular Breeding","jiulin_wang"
54531,"Effects of applied electrical field on electronic structures in LaNiO 3 conductive metallic oxide film An optical spectroscopic study","Applied Physics Letters","z_g_hu"
50632,"New indolebased metalfree organic dyes for dyesensitized solar cells","Journal of Physical Chemistry B","jingui_qin"
20408,"Improving CUR matrix decomposition and the nyström approximation via adaptive sampling","Journal of Machine Learning Research","shusen_wang"
82609,"Clinical study of mutislice CT perfusion imaging in normal liver and small metastatic liver cancer","Chinese Journal of Medical Imaging Technology","gao_feng_shi"
38756,"Simulation of vortex induced vibration of turbulent flow around a circular cylinder by plane turbulent models","Zhejiang Daxue Xuebao Gongxue BanJournal of Zhejiang University Engineering Science","jian_deng"
112245,"Synthesis and solidstate studies of selfassembled C60 microtubes","Diamond and Related Materials","tian_cui"
127128,"Nest Defense by a Whiterumped Shama Copsychus malabaricus Against Snakes","Wilson Journal of Ornithology","rui_chang_quan"
47506,"Protocadherin 17 acts as a tumour suppressor inducing tumour cell apoptosis and autophagy and is frequently methylated in gastric and colorectal cancers","Journal of Pathology","yeye_kuang"
